Istasyon_No,Istasyon_Adi,YIL,AY,ORTALAMA_SICAKLIK_°C,İl,Enlem,Boylam,datetime
17310,Alanya,1952,1,12.0,Antalya,36.5507,31.9803,1952-01-01
17310,Alanya,1952,2,12.3,Antalya,36.5507,31.9803,1952-02-01
17310,Alanya,1952,3,12.3,Antalya,36.5507,31.9803,1952-03-01
17310,Alanya,1952,4,16.7,Antalya,36.5507,31.9803,1952-04-01
17310,Alanya,1952,5,19.8,Antalya,36.5507,31.9803,1952-05-01
17310,Alanya,1952,6,24.2,Antalya,36.5507,31.9803,1952-06-01
17310,Alanya,1952,7,26.7,Antalya,36.5507,31.9803,1952-07-01
17310,Alanya,1952,8,28.1,Antalya,36.5507,31.9803,1952-08-01
17310,Alanya,1952,9,26.4,Antalya,36.5507,31.9803,1952-09-01
17310,Alanya,1952,10,21.1,Antalya,36.5507,31.9803,1952-10-01
17310,Alanya,1952,11,16.4,Antalya,36.5507,31.9803,1952-11-01
17310,Alanya,1952,12,14.6,Antalya,36.5507,31.9803,1952-12-01
17310,Alanya,1953,1,12.1,Antalya,36.5507,31.9803,1953-01-01
17310,Alanya,1953,2,12.2,Antalya,36.5507,31.9803,1953-02-01
17310,Alanya,1953,3,10.6,Antalya,36.5507,31.9803,1953-03-01
17310,Alanya,1953,4,16.4,Antalya,36.5507,31.9803,1953-04-01
17310,Alanya,1953,5,19.9,Antalya,36.5507,31.9803,1953-05-01
17310,Alanya,1953,6,24.4,Antalya,36.5507,31.9803,1953-06-01
17310,Alanya,1953,7,28.0,Antalya,36.5507,31.9803,1953-07-01
17310,Alanya,1953,8,27.7,Antalya,36.5507,31.9803,1953-08-01
17310,Alanya,1953,9,24.3,Antalya,36.5507,31.9803,1953-09-01
17310,Alanya,1953,10,20.5,Antalya,36.5507,31.9803,1953-10-01
17310,Alanya,1953,11,14.2,Antalya,36.5507,31.9803,1953-11-01
17310,Alanya,1953,12,10.5,Antalya,36.5507,31.9803,1953-12-01
17310,Alanya,1954,1,10.2,Antalya,36.5507,31.9803,1954-01-01
17310,Alanya,1954,2,11.4,Antalya,36.5507,31.9803,1954-02-01
17310,Alanya,1954,3,13.9,Antalya,36.5507,31.9803,1954-03-01
17310,Alanya,1954,4,15.6,Antalya,36.5507,31.9803,1954-04-01
17310,Alanya,1954,5,19.4,Antalya,36.5507,31.9803,1954-05-01
17310,Alanya,1954,6,25.1,Antalya,36.5507,31.9803,1954-06-01
17310,Alanya,1954,7,28.1,Antalya,36.5507,31.9803,1954-07-01
17310,Alanya,1954,8,27.9,Antalya,36.5507,31.9803,1954-08-01
17310,Alanya,1954,9,25.1,Antalya,36.5507,31.9803,1954-09-01
17310,Alanya,1954,10,20.7,Antalya,36.5507,31.9803,1954-10-01
17310,Alanya,1954,11,16.2,Antalya,36.5507,31.9803,1954-11-01
17310,Alanya,1954,12,12.9,Antalya,36.5507,31.9803,1954-12-01
17310,Alanya,1955,1,13.1,Antalya,36.5507,31.9803,1955-01-01
17310,Alanya,1955,2,13.8,Antalya,36.5507,31.9803,1955-02-01
17310,Alanya,1955,3,14.0,Antalya,36.5507,31.9803,1955-03-01
17310,Alanya,1955,4,16.6,Antalya,36.5507,31.9803,1955-04-01
17310,Alanya,1955,5,21.1,Antalya,36.5507,31.9803,1955-05-01
17310,Alanya,1955,6,25.8,Antalya,36.5507,31.9803,1955-06-01
17310,Alanya,1955,7,27.5,Antalya,36.5507,31.9803,1955-07-01
17310,Alanya,1955,8,26.7,Antalya,36.5507,31.9803,1955-08-01
17310,Alanya,1955,9,24.9,Antalya,36.5507,31.9803,1955-09-01
17310,Alanya,1955,10,21.4,Antalya,36.5507,31.9803,1955-10-01
17310,Alanya,1955,11,17.0,Antalya,36.5507,31.9803,1955-11-01
17310,Alanya,1955,12,13.2,Antalya,36.5507,31.9803,1955-12-01
17310,Alanya,1956,1,12.0,Antalya,36.5507,31.9803,1956-01-01
17310,Alanya,1956,2,12.3,Antalya,36.5507,31.9803,1956-02-01
17310,Alanya,1956,3,12.2,Antalya,36.5507,31.9803,1956-03-01
17310,Alanya,1956,4,16.6,Antalya,36.5507,31.9803,1956-04-01
17310,Alanya,1956,5,19.8,Antalya,36.5507,31.9803,1956-05-01
17310,Alanya,1956,6,24.8,Antalya,36.5507,31.9803,1956-06-01
17310,Alanya,1956,7,27.6,Antalya,36.5507,31.9803,1956-07-01
17310,Alanya,1956,8,27.6,Antalya,36.5507,31.9803,1956-08-01
17310,Alanya,1956,9,25.1,Antalya,36.5507,31.9803,1956-09-01
17310,Alanya,1956,10,19.0,Antalya,36.5507,31.9803,1956-10-01
17310,Alanya,1956,11,15.0,Antalya,36.5507,31.9803,1956-11-01
17310,Alanya,1956,12,12.0,Antalya,36.5507,31.9803,1956-12-01
17310,Alanya,1957,1,10.9,Antalya,36.5507,31.9803,1957-01-01
17310,Alanya,1957,2,12.0,Antalya,36.5507,31.9803,1957-02-01
17310,Alanya,1957,3,14.0,Antalya,36.5507,31.9803,1957-03-01
17310,Alanya,1957,4,16.6,Antalya,36.5507,31.9803,1957-04-01
17310,Alanya,1957,5,19.7,Antalya,36.5507,31.9803,1957-05-01
17310,Alanya,1957,6,25.6,Antalya,36.5507,31.9803,1957-06-01
17310,Alanya,1957,7,26.9,Antalya,36.5507,31.9803,1957-07-01
17310,Alanya,1957,8,27.6,Antalya,36.5507,31.9803,1957-08-01
17310,Alanya,1957,9,25.5,Antalya,36.5507,31.9803,1957-09-01
17310,Alanya,1957,10,22.3,Antalya,36.5507,31.9803,1957-10-01
17310,Alanya,1957,11,16.2,Antalya,36.5507,31.9803,1957-11-01
17310,Alanya,1957,12,12.6,Antalya,36.5507,31.9803,1957-12-01
17310,Alanya,1958,1,11.8,Antalya,36.5507,31.9803,1958-01-01
17310,Alanya,1958,2,12.4,Antalya,36.5507,31.9803,1958-02-01
17310,Alanya,1958,3,14.2,Antalya,36.5507,31.9803,1958-03-01
17310,Alanya,1958,4,16.7,Antalya,36.5507,31.9803,1958-04-01
17310,Alanya,1958,5,20.7,Antalya,36.5507,31.9803,1958-05-01
17310,Alanya,1958,6,24.0,Antalya,36.5507,31.9803,1958-06-01
17310,Alanya,1958,7,26.1,Antalya,36.5507,31.9803,1958-07-01
17310,Alanya,1958,8,28.2,Antalya,36.5507,31.9803,1958-08-01
17310,Alanya,1958,9,24.2,Antalya,36.5507,31.9803,1958-09-01
17310,Alanya,1958,10,20.7,Antalya,36.5507,31.9803,1958-10-01
17310,Alanya,1958,11,17.1,Antalya,36.5507,31.9803,1958-11-01
17310,Alanya,1958,12,14.0,Antalya,36.5507,31.9803,1958-12-01
17310,Alanya,1959,1,12.5,Antalya,36.5507,31.9803,1959-01-01
17310,Alanya,1959,2,8.9,Antalya,36.5507,31.9803,1959-02-01
17310,Alanya,1959,3,13.3,Antalya,36.5507,31.9803,1959-03-01
17310,Alanya,1959,4,17.0,Antalya,36.5507,31.9803,1959-04-01
17310,Alanya,1959,5,20.6,Antalya,36.5507,31.9803,1959-05-01
17310,Alanya,1959,6,23.9,Antalya,36.5507,31.9803,1959-06-01
17310,Alanya,1959,7,26.5,Antalya,36.5507,31.9803,1959-07-01
17310,Alanya,1959,8,27.0,Antalya,36.5507,31.9803,1959-08-01
17310,Alanya,1959,9,23.7,Antalya,36.5507,31.9803,1959-09-01
17310,Alanya,1959,10,19.0,Antalya,36.5507,31.9803,1959-10-01
17310,Alanya,1959,11,15.8,Antalya,36.5507,31.9803,1959-11-01
17310,Alanya,1959,12,13.3,Antalya,36.5507,31.9803,1959-12-01
17310,Alanya,1960,1,11.6,Antalya,36.5507,31.9803,1960-01-01
17310,Alanya,1960,2,12.7,Antalya,36.5507,31.9803,1960-02-01
17310,Alanya,1960,3,13.4,Antalya,36.5507,31.9803,1960-03-01
17310,Alanya,1960,4,16.6,Antalya,36.5507,31.9803,1960-04-01
17310,Alanya,1960,5,21.3,Antalya,36.5507,31.9803,1960-05-01
17310,Alanya,1960,6,23.0,Antalya,36.5507,31.9803,1960-06-01
17310,Alanya,1960,7,26.4,Antalya,36.5507,31.9803,1960-07-01
17310,Alanya,1960,8,26.8,Antalya,36.5507,31.9803,1960-08-01
17310,Alanya,1960,9,24.2,Antalya,36.5507,31.9803,1960-09-01
17310,Alanya,1960,10,21.2,Antalya,36.5507,31.9803,1960-10-01
17310,Alanya,1960,11,17.3,Antalya,36.5507,31.9803,1960-11-01
17310,Alanya,1960,12,15.0,Antalya,36.5507,31.9803,1960-12-01
17310,Alanya,1961,1,11.4,Antalya,36.5507,31.9803,1961-01-01
17310,Alanya,1961,2,11.1,Antalya,36.5507,31.9803,1961-02-01
17310,Alanya,1961,3,13.7,Antalya,36.5507,31.9803,1961-03-01
17310,Alanya,1961,4,16.7,Antalya,36.5507,31.9803,1961-04-01
17310,Alanya,1961,5,20.5,Antalya,36.5507,31.9803,1961-05-01
17310,Alanya,1961,6,24.9,Antalya,36.5507,31.9803,1961-06-01
17310,Alanya,1961,7,27.2,Antalya,36.5507,31.9803,1961-07-01
17310,Alanya,1961,8,27.8,Antalya,36.5507,31.9803,1961-08-01
17310,Alanya,1961,9,24.2,Antalya,36.5507,31.9803,1961-09-01
17310,Alanya,1961,10,20.4,Antalya,36.5507,31.9803,1961-10-01
17310,Alanya,1961,11,16.2,Antalya,36.5507,31.9803,1961-11-01
17310,Alanya,1961,12,13.8,Antalya,36.5507,31.9803,1961-12-01
17310,Alanya,1962,1,12.9,Antalya,36.5507,31.9803,1962-01-01
17310,Alanya,1962,2,11.9,Antalya,36.5507,31.9803,1962-02-01
17310,Alanya,1962,3,15.4,Antalya,36.5507,31.9803,1962-03-01
17310,Alanya,1962,4,16.3,Antalya,36.5507,31.9803,1962-04-01
17310,Alanya,1962,5,20.5,Antalya,36.5507,31.9803,1962-05-01
17310,Alanya,1962,6,24.0,Antalya,36.5507,31.9803,1962-06-01
17310,Alanya,1962,7,26.5,Antalya,36.5507,31.9803,1962-07-01
17310,Alanya,1962,8,27.6,Antalya,36.5507,31.9803,1962-08-01
17310,Alanya,1962,9,25.2,Antalya,36.5507,31.9803,1962-09-01
17310,Alanya,1962,10,20.9,Antalya,36.5507,31.9803,1962-10-01
17310,Alanya,1962,11,18.7,Antalya,36.5507,31.9803,1962-11-01
17310,Alanya,1962,12,14.4,Antalya,36.5507,31.9803,1962-12-01
17310,Alanya,1963,1,13.4,Antalya,36.5507,31.9803,1963-01-01
17310,Alanya,1963,2,13.5,Antalya,36.5507,31.9803,1963-02-01
17310,Alanya,1963,3,12.9,Antalya,36.5507,31.9803,1963-03-01
17310,Alanya,1963,4,17.1,Antalya,36.5507,31.9803,1963-04-01
17310,Alanya,1963,5,19.5,Antalya,36.5507,31.9803,1963-05-01
17310,Alanya,1963,6,23.7,Antalya,36.5507,31.9803,1963-06-01
17310,Alanya,1963,7,27.8,Antalya,36.5507,31.9803,1963-07-01
17310,Alanya,1963,8,28.3,Antalya,36.5507,31.9803,1963-08-01
17310,Alanya,1963,9,25.8,Antalya,36.5507,31.9803,1963-09-01
17310,Alanya,1963,10,21.7,Antalya,36.5507,31.9803,1963-10-01
17310,Alanya,1963,11,16.6,Antalya,36.5507,31.9803,1963-11-01
17310,Alanya,1963,12,13.0,Antalya,36.5507,31.9803,1963-12-01
17310,Alanya,1964,1,9.0,Antalya,36.5507,31.9803,1964-01-01
17310,Alanya,1964,2,11.2,Antalya,36.5507,31.9803,1964-02-01
17310,Alanya,1964,3,14.5,Antalya,36.5507,31.9803,1964-03-01
17310,Alanya,1964,4,16.2,Antalya,36.5507,31.9803,1964-04-01
17310,Alanya,1964,5,18.4,Antalya,36.5507,31.9803,1964-05-01
17310,Alanya,1964,6,24.0,Antalya,36.5507,31.9803,1964-06-01
17310,Alanya,1964,7,26.1,Antalya,36.5507,31.9803,1964-07-01
17310,Alanya,1964,8,26.8,Antalya,36.5507,31.9803,1964-08-01
17310,Alanya,1964,9,23.8,Antalya,36.5507,31.9803,1964-09-01
17310,Alanya,1964,10,21.0,Antalya,36.5507,31.9803,1964-10-01
17310,Alanya,1964,11,16.5,Antalya,36.5507,31.9803,1964-11-01
17310,Alanya,1964,12,13.5,Antalya,36.5507,31.9803,1964-12-01
17310,Alanya,1965,1,11.8,Antalya,36.5507,31.9803,1965-01-01
17310,Alanya,1965,2,11.6,Antalya,36.5507,31.9803,1965-02-01
17310,Alanya,1965,3,14.3,Antalya,36.5507,31.9803,1965-03-01
17310,Alanya,1965,4,15.9,Antalya,36.5507,31.9803,1965-04-01
17310,Alanya,1965,5,19.0,Antalya,36.5507,31.9803,1965-05-01
17310,Alanya,1965,6,24.8,Antalya,36.5507,31.9803,1965-06-01
17310,Alanya,1965,7,26.4,Antalya,36.5507,31.9803,1965-07-01
17310,Alanya,1965,8,26.4,Antalya,36.5507,31.9803,1965-08-01
17310,Alanya,1965,9,24.3,Antalya,36.5507,31.9803,1965-09-01
17310,Alanya,1965,10,19.7,Antalya,36.5507,31.9803,1965-10-01
17310,Alanya,1965,11,16.4,Antalya,36.5507,31.9803,1965-11-01
17310,Alanya,1965,12,13.9,Antalya,36.5507,31.9803,1965-12-01
17310,Alanya,1966,1,13.0,Antalya,36.5507,31.9803,1966-01-01
17310,Alanya,1966,2,13.8,Antalya,36.5507,31.9803,1966-02-01
17310,Alanya,1966,3,14.2,Antalya,36.5507,31.9803,1966-03-01
17310,Alanya,1966,4,17.5,Antalya,36.5507,31.9803,1966-04-01
17310,Alanya,1966,5,20.3,Antalya,36.5507,31.9803,1966-05-01
17310,Alanya,1966,6,24.0,Antalya,36.5507,31.9803,1966-06-01
17310,Alanya,1966,7,26.5,Antalya,36.5507,31.9803,1966-07-01
17310,Alanya,1966,8,27.4,Antalya,36.5507,31.9803,1966-08-01
17310,Alanya,1966,9,24.6,Antalya,36.5507,31.9803,1966-09-01
17310,Alanya,1966,10,22.6,Antalya,36.5507,31.9803,1966-10-01
17310,Alanya,1966,11,19.0,Antalya,36.5507,31.9803,1966-11-01
17310,Alanya,1966,12,13.9,Antalya,36.5507,31.9803,1966-12-01
17310,Alanya,1967,1,11.8,Antalya,36.5507,31.9803,1967-01-01
17310,Alanya,1967,2,10.2,Antalya,36.5507,31.9803,1967-02-01
17310,Alanya,1967,3,12.3,Antalya,36.5507,31.9803,1967-03-01
17310,Alanya,1967,4,15.6,Antalya,36.5507,31.9803,1967-04-01
17310,Alanya,1967,5,19.8,Antalya,36.5507,31.9803,1967-05-01
17310,Alanya,1967,6,22.9,Antalya,36.5507,31.9803,1967-06-01
17310,Alanya,1967,7,26.4,Antalya,36.5507,31.9803,1967-07-01
17310,Alanya,1967,8,27.3,Antalya,36.5507,31.9803,1967-08-01
17310,Alanya,1967,9,24.7,Antalya,36.5507,31.9803,1967-09-01
17310,Alanya,1967,10,20.6,Antalya,36.5507,31.9803,1967-10-01
17310,Alanya,1967,11,15.6,Antalya,36.5507,31.9803,1967-11-01
17310,Alanya,1967,12,13.4,Antalya,36.5507,31.9803,1967-12-01
17310,Alanya,1968,1,10.8,Antalya,36.5507,31.9803,1968-01-01
17310,Alanya,1968,2,11.9,Antalya,36.5507,31.9803,1968-02-01
17310,Alanya,1968,3,13.3,Antalya,36.5507,31.9803,1968-03-01
17310,Alanya,1968,4,17.3,Antalya,36.5507,31.9803,1968-04-01
17310,Alanya,1968,5,22.0,Antalya,36.5507,31.9803,1968-05-01
17310,Alanya,1968,6,24.2,Antalya,36.5507,31.9803,1968-06-01
17310,Alanya,1968,7,26.9,Antalya,36.5507,31.9803,1968-07-01
17310,Alanya,1968,8,25.8,Antalya,36.5507,31.9803,1968-08-01
17310,Alanya,1968,9,23.5,Antalya,36.5507,31.9803,1968-09-01
17310,Alanya,1968,10,20.0,Antalya,36.5507,31.9803,1968-10-01
17310,Alanya,1968,11,16.1,Antalya,36.5507,31.9803,1968-11-01
17310,Alanya,1968,12,13.6,Antalya,36.5507,31.9803,1968-12-01
17310,Alanya,1969,1,11.2,Antalya,36.5507,31.9803,1969-01-01
17310,Alanya,1969,2,12.5,Antalya,36.5507,31.9803,1969-02-01
17310,Alanya,1969,3,14.2,Antalya,36.5507,31.9803,1969-03-01
17310,Alanya,1969,4,14.9,Antalya,36.5507,31.9803,1969-04-01
17310,Alanya,1969,5,20.8,Antalya,36.5507,31.9803,1969-05-01
17310,Alanya,1969,6,24.4,Antalya,36.5507,31.9803,1969-06-01
17310,Alanya,1969,7,25.3,Antalya,36.5507,31.9803,1969-07-01
17310,Alanya,1969,8,26.4,Antalya,36.5507,31.9803,1969-08-01
17310,Alanya,1969,9,25.0,Antalya,36.5507,31.9803,1969-09-01
17310,Alanya,1969,10,21.2,Antalya,36.5507,31.9803,1969-10-01
17310,Alanya,1969,11,16.1,Antalya,36.5507,31.9803,1969-11-01
17310,Alanya,1969,12,13.8,Antalya,36.5507,31.9803,1969-12-01
17310,Alanya,1970,1,12.7,Antalya,36.5507,31.9803,1970-01-01
17310,Alanya,1970,2,13.1,Antalya,36.5507,31.9803,1970-02-01
17310,Alanya,1970,3,14.2,Antalya,36.5507,31.9803,1970-03-01
17310,Alanya,1970,4,17.4,Antalya,36.5507,31.9803,1970-04-01
17310,Alanya,1970,5,19.0,Antalya,36.5507,31.9803,1970-05-01
17310,Alanya,1970,6,23.5,Antalya,36.5507,31.9803,1970-06-01
17310,Alanya,1970,7,26.1,Antalya,36.5507,31.9803,1970-07-01
17310,Alanya,1970,8,26.8,Antalya,36.5507,31.9803,1970-08-01
17310,Alanya,1970,9,24.0,Antalya,36.5507,31.9803,1970-09-01
17310,Alanya,1970,10,19.2,Antalya,36.5507,31.9803,1970-10-01
17310,Alanya,1970,11,16.6,Antalya,36.5507,31.9803,1970-11-01
17310,Alanya,1970,12,11.8,Antalya,36.5507,31.9803,1970-12-01
17310,Alanya,1971,1,13.3,Antalya,36.5507,31.9803,1971-01-01
17310,Alanya,1971,2,11.3,Antalya,36.5507,31.9803,1971-02-01
17310,Alanya,1971,3,13.5,Antalya,36.5507,31.9803,1971-03-01
17310,Alanya,1971,4,15.3,Antalya,36.5507,31.9803,1971-04-01
17310,Alanya,1971,5,20.7,Antalya,36.5507,31.9803,1971-05-01
17310,Alanya,1971,6,23.9,Antalya,36.5507,31.9803,1971-06-01
17310,Alanya,1971,7,25.7,Antalya,36.5507,31.9803,1971-07-01
17310,Alanya,1971,8,26.6,Antalya,36.5507,31.9803,1971-08-01
17310,Alanya,1971,9,24.4,Antalya,36.5507,31.9803,1971-09-01
17310,Alanya,1971,10,19.7,Antalya,36.5507,31.9803,1971-10-01
17310,Alanya,1971,11,15.9,Antalya,36.5507,31.9803,1971-11-01
17310,Alanya,1971,12,11.6,Antalya,36.5507,31.9803,1971-12-01
17310,Alanya,1972,1,10.3,Antalya,36.5507,31.9803,1972-01-01
17310,Alanya,1972,2,10.1,Antalya,36.5507,31.9803,1972-02-01
17310,Alanya,1972,3,13.2,Antalya,36.5507,31.9803,1972-03-01
17310,Alanya,1972,4,16.9,Antalya,36.5507,31.9803,1972-04-01
17310,Alanya,1972,5,19.1,Antalya,36.5507,31.9803,1972-05-01
17310,Alanya,1972,6,23.5,Antalya,36.5507,31.9803,1972-06-01
17310,Alanya,1972,7,25.7,Antalya,36.5507,31.9803,1972-07-01
17310,Alanya,1972,8,26.3,Antalya,36.5507,31.9803,1972-08-01
17310,Alanya,1972,9,24.6,Antalya,36.5507,31.9803,1972-09-01
17310,Alanya,1972,10,20.5,Antalya,36.5507,31.9803,1972-10-01
17310,Alanya,1972,11,15.8,Antalya,36.5507,31.9803,1972-11-01
17310,Alanya,1972,12,12.2,Antalya,36.5507,31.9803,1972-12-01
17310,Alanya,1973,1,10.6,Antalya,36.5507,31.9803,1973-01-01
17310,Alanya,1973,2,12.6,Antalya,36.5507,31.9803,1973-02-01
17310,Alanya,1973,3,13.1,Antalya,36.5507,31.9803,1973-03-01
17310,Alanya,1973,4,15.5,Antalya,36.5507,31.9803,1973-04-01
17310,Alanya,1973,5,20.4,Antalya,36.5507,31.9803,1973-05-01
17310,Alanya,1973,6,23.6,Antalya,36.5507,31.9803,1973-06-01
17310,Alanya,1973,7,26.3,Antalya,36.5507,31.9803,1973-07-01
17310,Alanya,1973,8,26.4,Antalya,36.5507,31.9803,1973-08-01
17310,Alanya,1973,9,25.1,Antalya,36.5507,31.9803,1973-09-01
17310,Alanya,1973,10,21.1,Antalya,36.5507,31.9803,1973-10-01
17310,Alanya,1973,11,14.3,Antalya,36.5507,31.9803,1973-11-01
17310,Alanya,1973,12,13.3,Antalya,36.5507,31.9803,1973-12-01
17310,Alanya,1974,1,9.6,Antalya,36.5507,31.9803,1974-01-01
17310,Alanya,1974,2,12.3,Antalya,36.5507,31.9803,1974-02-01
17310,Alanya,1974,3,14.2,Antalya,36.5507,31.9803,1974-03-01
17310,Alanya,1974,4,15.6,Antalya,36.5507,31.9803,1974-04-01
17310,Alanya,1974,5,18.8,Antalya,36.5507,31.9803,1974-05-01
17310,Alanya,1974,6,23.2,Antalya,36.5507,31.9803,1974-06-01
17310,Alanya,1974,7,26.2,Antalya,36.5507,31.9803,1974-07-01
17310,Alanya,1974,8,26.2,Antalya,36.5507,31.9803,1974-08-01
17310,Alanya,1974,9,23.9,Antalya,36.5507,31.9803,1974-09-01
17310,Alanya,1974,10,21.6,Antalya,36.5507,31.9803,1974-10-01
17310,Alanya,1974,11,16.5,Antalya,36.5507,31.9803,1974-11-01
17310,Alanya,1974,12,12.3,Antalya,36.5507,31.9803,1974-12-01
17310,Alanya,1975,1,11.2,Antalya,36.5507,31.9803,1975-01-01
17310,Alanya,1975,2,10.5,Antalya,36.5507,31.9803,1975-02-01
17310,Alanya,1975,3,13.9,Antalya,36.5507,31.9803,1975-03-01
17310,Alanya,1975,4,17.2,Antalya,36.5507,31.9803,1975-04-01
17310,Alanya,1975,5,19.2,Antalya,36.5507,31.9803,1975-05-01
17310,Alanya,1975,6,23.2,Antalya,36.5507,31.9803,1975-06-01
17310,Alanya,1975,7,25.9,Antalya,36.5507,31.9803,1975-07-01
17310,Alanya,1975,8,25.9,Antalya,36.5507,31.9803,1975-08-01
17310,Alanya,1975,9,24.8,Antalya,36.5507,31.9803,1975-09-01
17310,Alanya,1975,10,20.6,Antalya,36.5507,31.9803,1975-10-01
17310,Alanya,1975,11,15.8,Antalya,36.5507,31.9803,1975-11-01
17310,Alanya,1975,12,11.7,Antalya,36.5507,31.9803,1975-12-01
17310,Alanya,1976,1,11.5,Antalya,36.5507,31.9803,1976-01-01
17310,Alanya,1976,2,9.7,Antalya,36.5507,31.9803,1976-02-01
17310,Alanya,1976,3,13.1,Antalya,36.5507,31.9803,1976-03-01
17310,Alanya,1976,4,15.9,Antalya,36.5507,31.9803,1976-04-01
17310,Alanya,1976,5,20.1,Antalya,36.5507,31.9803,1976-05-01
17310,Alanya,1976,6,22.9,Antalya,36.5507,31.9803,1976-06-01
17310,Alanya,1976,7,25.2,Antalya,36.5507,31.9803,1976-07-01
17310,Alanya,1976,8,25.6,Antalya,36.5507,31.9803,1976-08-01
17310,Alanya,1976,9,23.2,Antalya,36.5507,31.9803,1976-09-01
17310,Alanya,1976,10,20.2,Antalya,36.5507,31.9803,1976-10-01
17310,Alanya,1976,11,16.4,Antalya,36.5507,31.9803,1976-11-01
17310,Alanya,1976,12,13.3,Antalya,36.5507,31.9803,1976-12-01
17310,Alanya,1977,1,10.4,Antalya,36.5507,31.9803,1977-01-01
17310,Alanya,1977,2,12.8,Antalya,36.5507,31.9803,1977-02-01
17310,Alanya,1977,3,13.1,Antalya,36.5507,31.9803,1977-03-01
17310,Alanya,1977,4,16.3,Antalya,36.5507,31.9803,1977-04-01
17310,Alanya,1977,5,20.2,Antalya,36.5507,31.9803,1977-05-01
17310,Alanya,1977,6,23.6,Antalya,36.5507,31.9803,1977-06-01
17310,Alanya,1977,7,26.8,Antalya,36.5507,31.9803,1977-07-01
17310,Alanya,1977,8,26.7,Antalya,36.5507,31.9803,1977-08-01
17310,Alanya,1977,9,24.8,Antalya,36.5507,31.9803,1977-09-01
17310,Alanya,1977,10,19.6,Antalya,36.5507,31.9803,1977-10-01
17310,Alanya,1977,11,16.8,Antalya,36.5507,31.9803,1977-11-01
17310,Alanya,1977,12,11.9,Antalya,36.5507,31.9803,1977-12-01
17310,Alanya,1978,1,12.2,Antalya,36.5507,31.9803,1978-01-01
17310,Alanya,1978,2,12.4,Antalya,36.5507,31.9803,1978-02-01
17310,Alanya,1978,3,13.9,Antalya,36.5507,31.9803,1978-03-01
17310,Alanya,1978,4,15.9,Antalya,36.5507,31.9803,1978-04-01
17310,Alanya,1978,5,20.5,Antalya,36.5507,31.9803,1978-05-01
17310,Alanya,1978,6,24.1,Antalya,36.5507,31.9803,1978-06-01
17310,Alanya,1978,7,26.6,Antalya,36.5507,31.9803,1978-07-01
17310,Alanya,1978,8,26.1,Antalya,36.5507,31.9803,1978-08-01
17310,Alanya,1978,9,23.8,Antalya,36.5507,31.9803,1978-09-01
17310,Alanya,1978,10,20.6,Antalya,36.5507,31.9803,1978-10-01
17310,Alanya,1978,11,15.8,Antalya,36.5507,31.9803,1978-11-01
17310,Alanya,1978,12,13.4,Antalya,36.5507,31.9803,1978-12-01
17310,Alanya,1979,1,12.0,Antalya,36.5507,31.9803,1979-01-01
17310,Alanya,1979,2,13.2,Antalya,36.5507,31.9803,1979-02-01
17310,Alanya,1979,3,14.2,Antalya,36.5507,31.9803,1979-03-01
17310,Alanya,1979,4,16.1,Antalya,36.5507,31.9803,1979-04-01
17310,Alanya,1979,5,19.6,Antalya,36.5507,31.9803,1979-05-01
17310,Alanya,1979,6,24.1,Antalya,36.5507,31.9803,1979-06-01
17310,Alanya,1979,7,26.3,Antalya,36.5507,31.9803,1979-07-01
17310,Alanya,1979,8,26.3,Antalya,36.5507,31.9803,1979-08-01
17310,Alanya,1979,9,25.2,Antalya,36.5507,31.9803,1979-09-01
17310,Alanya,1979,10,21.1,Antalya,36.5507,31.9803,1979-10-01
17310,Alanya,1979,11,17.0,Antalya,36.5507,31.9803,1979-11-01
17310,Alanya,1979,12,13.0,Antalya,36.5507,31.9803,1979-12-01
17310,Alanya,1980,1,10.9,Antalya,36.5507,31.9803,1980-01-01
17310,Alanya,1980,2,10.9,Antalya,36.5507,31.9803,1980-02-01
17310,Alanya,1980,3,12.7,Antalya,36.5507,31.9803,1980-03-01
17310,Alanya,1980,4,15.9,Antalya,36.5507,31.9803,1980-04-01
17310,Alanya,1980,5,19.0,Antalya,36.5507,31.9803,1980-05-01
17310,Alanya,1980,6,23.1,Antalya,36.5507,31.9803,1980-06-01
17310,Alanya,1980,7,26.4,Antalya,36.5507,31.9803,1980-07-01
17310,Alanya,1980,8,26.9,Antalya,36.5507,31.9803,1980-08-01
17310,Alanya,1980,9,24.2,Antalya,36.5507,31.9803,1980-09-01
17310,Alanya,1980,10,21.0,Antalya,36.5507,31.9803,1980-10-01
17310,Alanya,1980,11,17.0,Antalya,36.5507,31.9803,1980-11-01
17310,Alanya,1980,12,13.2,Antalya,36.5507,31.9803,1980-12-01
17310,Alanya,1981,1,11.1,Antalya,36.5507,31.9803,1981-01-01
17310,Alanya,1981,2,11.6,Antalya,36.5507,31.9803,1981-02-01
17310,Alanya,1981,3,14.2,Antalya,36.5507,31.9803,1981-03-01
17310,Alanya,1981,4,16.4,Antalya,36.5507,31.9803,1981-04-01
17310,Alanya,1981,5,18.5,Antalya,36.5507,31.9803,1981-05-01
17310,Alanya,1981,6,24.5,Antalya,36.5507,31.9803,1981-06-01
17310,Alanya,1981,7,26.8,Antalya,36.5507,31.9803,1981-07-01
17310,Alanya,1981,8,26.9,Antalya,36.5507,31.9803,1981-08-01
17310,Alanya,1981,9,24.4,Antalya,36.5507,31.9803,1981-09-01
