Istasyon_No,İl,Istasyon_Adi,datetime,ORTALAMA_SICAKLIK_°C,t2m_min,t2m_avg,t2m_max
17310,Antalya,Alanya,1994-01-01,13.3,4.941921,8.580353,12.670208
17310,Antalya,Alanya,1994-02-01,12.5,2.9766333,6.921112,11.375222
17310,Antalya,Alanya,1994-03-01,14.4,5.0459485,9.587952,13.889581
17310,Antalya,Alanya,1994-04-01,18.5,9.169651,14.786163,19.534803
17310,Antalya,Alanya,1994-05-01,21.6,12.054052,18.049896,22.42866
17310,Antalya,Alanya,1994-06-01,25.1,16.077236,22.262909,26.825495
17310,Antalya,Alanya,1994-07-01,27.3,19.549635,25.085876,29.337894
17310,Antalya,Alanya,1994-08-01,28.9,19.6939,25.839935,30.771574
17310,Antalya,Alanya,1994-09-01,27.8,18.893147,24.574036,29.661016
17310,Antalya,Alanya,1994-10-01,24.1,15.432888,19.712067,24.429998
17310,Antalya,Alanya,1994-11-01,15.9,7.925647,11.167023,14.973843
17310,Antalya,Alanya,1994-12-01,12.1,3.1223075,6.5402527,10.23344
17310,Antalya,Alanya,1995-01-01,12.6,4.2892985,7.249878,10.556281
17310,Antalya,Alanya,1995-02-01,13.2,3.6455197,8.100555,12.803044
17310,Antalya,Alanya,1995-03-01,14.5,5.237213,9.485626,13.613332
17310,Antalya,Alanya,1995-04-01,16.1,6.3450093,11.782806,16.33836
17310,Antalya,Alanya,1995-05-01,21.2,11.967863,17.604706,21.92317
17310,Antalya,Alanya,1995-06-01,26.0,16.689663,22.931824,27.44903
17310,Antalya,Alanya,1995-07-01,28.4,18.49905,24.626556,29.188566
17310,Antalya,Alanya,1995-08-01,28.9,20.248886,25.305511,29.546272
17310,Antalya,Alanya,1995-09-01,26.2,17.792511,22.374847,26.749908
17310,Antalya,Alanya,1995-10-01,21.8,11.547279,16.607452,21.675596
17310,Antalya,Alanya,1995-11-01,14.9,5.181828,9.048065,13.067877
17310,Antalya,Alanya,1995-12-01,13.6,4.4641013,7.8360596,11.713807
17310,Antalya,Alanya,1996-01-01,11.2,1.8335296,5.642578,9.977991
17310,Antalya,Alanya,1996-02-01,13.5,3.7366986,7.6583557,11.770972
17310,Antalya,Alanya,1996-03-01,13.8,4.308715,8.472748,12.494458
17310,Antalya,Alanya,1996-04-01,16.2,6.3775697,11.349915,15.533697
17310,Antalya,Alanya,1996-05-01,22.3,13.183699,18.648407,22.905537
17310,Antalya,Alanya,1996-06-01,25.8,15.658641,22.433624,27.224102
17310,Antalya,Alanya,1996-07-01,28.2,20.796446,26.160156,30.359457
17310,Antalya,Alanya,1996-08-01,28.7,20.377405,25.59909,29.773293
17310,Antalya,Alanya,1996-09-01,25.6,16.156622,20.956543,25.09838
17310,Antalya,Alanya,1996-10-01,20.7,11.589264,16.099762,20.336515
17310,Antalya,Alanya,1996-11-01,18.7,8.697801,13.467499,18.459576
17310,Antalya,Alanya,1996-12-01,15.3,6.9780226,10.073547,13.529268
17310,Antalya,Alanya,1997-01-01,13.9,3.3853672,7.5611877,12.422547
17310,Antalya,Alanya,1997-02-01,11.4,1.7871115,5.7791443,10.114357
17310,Antalya,Alanya,1997-03-01,13.2,2.7325509,7.368988,11.871664
17310,Antalya,Alanya,1997-04-01,14.8,4.942847,9.865814,14.027749
17310,Antalya,Alanya,1997-05-01,21.8,12.285072,18.19754,22.628752
17310,Antalya,Alanya,1997-06-01,25.9,16.062286,21.896759,26.30973
17310,Antalya,Alanya,1997-07-01,29.7,19.24487,25.425873,30.207476
17310,Antalya,Alanya,1997-08-01,27.9,18.976385,23.574005,27.416594
17310,Antalya,Alanya,1997-09-01,26.1,15.282273,20.906708,25.840223
17310,Antalya,Alanya,1997-10-01,21.2,12.638084,16.580475,20.54955
17310,Antalya,Alanya,1997-11-01,17.3,8.357802,12.512604,17.064915
17310,Antalya,Alanya,1997-12-01,13.6,5.5980744,8.681671,12.13458
17310,Antalya,Alanya,1998-01-01,12.5,2.4773462,6.3542786,10.70983
17310,Antalya,Alanya,1998-02-01,13.3,2.8934991,7.667328,12.688324
17310,Antalya,Alanya,1998-03-01,13.6,3.616269,8.061035,12.332539
17310,Antalya,Alanya,1998-04-01,18.4,8.908632,14.207672,18.875868
17310,Antalya,Alanya,1998-05-01,21.1,12.351935,17.251404,21.044659
17310,Antalya,Alanya,1998-06-01,26.1,16.3569,22.272003,26.672655
17310,Antalya,Alanya,1998-07-01,29.2,20.525183,26.383148,30.952751
17310,Antalya,Alanya,1998-08-01,30.4,21.555668,27.042633,31.839266
17310,Antalya,Alanya,1998-09-01,26.9,17.555931,22.368164,26.680199
17310,Antalya,Alanya,1998-10-01,23.1,13.487048,18.583282,23.624374
17310,Antalya,Alanya,1998-11-01,18.6,9.851024,13.474701,17.513792
17310,Antalya,Alanya,1998-12-01,14.2,5.4761558,8.9600525,12.790617
17310,Antalya,Alanya,1999-01-01,13.8,4.651756,8.023224,11.918121
17310,Antalya,Alanya,1999-02-01,13.0,3.4693692,7.4323425,11.410936
17310,Antalya,Alanya,1999-03-01,14.8,5.043247,9.741669,14.377263
17310,Antalya,Alanya,1999-04-01,17.7,7.619855,13.191193,17.847239
17310,Antalya,Alanya,1999-05-01,22.6,12.936944,19.192871,23.885872
17310,Antalya,Alanya,1999-06-01,26.2,16.583721,22.463867,26.766453
17310,Antalya,Alanya,1999-07-01,29.1,19.945583,25.578705,30.039736
17310,Antalya,Alanya,1999-08-01,29.9,20.896606,25.659943,29.70368
17310,Antalya,Alanya,1999-09-01,26.9,17.079075,22.319763,26.969114
17310,Antalya,Alanya,1999-10-01,23.6,13.791035,18.55545,23.0448
17310,Antalya,Alanya,1999-11-01,18.2,8.024608,12.562225,17.370676
17310,Antalya,Alanya,1999-12-01,15.1,5.753712,9.997284,14.441551
17310,Antalya,Alanya,2000-01-01,10.0,0.42523587,3.943634,7.815153
17310,Antalya,Alanya,2000-02-01,11.8,1.9377788,5.785553,10.115462
17310,Antalya,Alanya,2000-03-01,13.3,3.0909364,8.053101,12.812597
17310,Antalya,Alanya,2000-04-01,17.6,8.805841,13.507721,17.598656
17310,Antalya,Alanya,2000-05-01,21.4,11.940843,17.44516,21.83417
17310,Antalya,Alanya,2000-06-01,26.6,17.078432,23.17633,28.000225
17310,Antalya,Alanya,2000-07-01,28.9,21.00954,26.943695,31.773167
17310,Antalya,Alanya,2000-08-01,29.0,20.42006,25.422699,29.928534
17310,Antalya,Alanya,2000-09-01,27.2,17.295929,22.068726,26.605995
17310,Antalya,Alanya,2000-10-01,22.6,12.354424,16.880035,21.685085
17310,Antalya,Alanya,2000-11-01,19.4,8.726015,13.366699,18.747826
17310,Antalya,Alanya,2000-12-01,14.6,5.0751085,8.686188,12.961114
17310,Antalya,Alanya,2001-01-01,13.4,4.076978,8.226471,12.538089
17310,Antalya,Alanya,2001-02-01,12.5,3.3458786,7.529175,12.10522
17310,Antalya,Alanya,2001-03-01,17.2,7.715319,13.019196,17.649796
17310,Antalya,Alanya,2001-04-01,18.3,8.823167,13.682343,17.957891
17310,Antalya,Alanya,2001-05-01,21.7,12.864828,17.998383,22.158396
17310,Antalya,Alanya,2001-06-01,25.4,17.027431,22.904846,27.201048
17310,Antalya,Alanya,2001-07-01,28.4,20.49538,25.994476,30.184456
17310,Antalya,Alanya,2001-08-01,29.2,20.874334,25.73526,29.721706
17310,Antalya,Alanya,2001-09-01,26.7,17.277496,22.355743,26.82468
17310,Antalya,Alanya,2001-10-01,22.5,12.508304,17.662811,22.897205
17310,Antalya,Alanya,2001-11-01,15.9,8.165299,11.740204,15.451593
17310,Antalya,Alanya,2001-12-01,13.2,5.230943,8.036957,10.762918
17310,Antalya,Alanya,2002-01-01,11.0,1.1038444,4.7134094,9.244509
17310,Antalya,Alanya,2002-02-01,14.5,4.245697,9.133392,14.508532
17310,Antalya,Alanya,2002-03-01,15.6,5.938007,10.849731,15.682675
17310,Antalya,Alanya,2002-04-01,17.1,8.041949,12.611969,16.61975
17310,Antalya,Alanya,2002-05-01,21.4,11.542373,17.108765,21.299723
17310,Antalya,Alanya,2002-06-01,25.8,16.246286,22.427887,26.96708
17310,Antalya,Alanya,2002-07-01,29.1,19.860434,25.156403,29.469912
17310,Antalya,Alanya,2002-08-01,28.8,20.141905,24.868439,29.170147
17310,Antalya,Alanya,2002-09-01,26.2,16.730223,21.610199,25.973598
17310,Antalya,Alanya,2002-10-01,22.7,13.618191,18.335693,23.182055
17310,Antalya,Alanya,2002-11-01,18.6,8.785382,13.334381,18.40117
17310,Antalya,Alanya,2002-12-01,13.0,3.8025937,7.0123596,10.66577
17310,Antalya,Alanya,2003-01-01,14.4,5.716524,8.965729,12.419146
17310,Antalya,Alanya,2003-02-01,11.2,1.9673659,5.0694885,8.737178
17310,Antalya,Alanya,2003-03-01,13.2,3.5109913,7.5925903,11.805045
17310,Antalya,Alanya,2003-04-01,17.3,7.6739807,12.650818,16.780613
17310,Antalya,Alanya,2003-05-01,23.5,13.828364,19.471039,24.450758
17310,Antalya,Alanya,2003-06-01,26.0,16.33749,22.250519,26.75742
17310,Antalya,Alanya,2003-07-01,29.2,19.09533,25.57779,30.162634
17310,Antalya,Alanya,2003-08-01,29.6,20.16138,25.828339,30.636927
17310,Antalya,Alanya,2003-09-01,26.2,16.587694,21.603851,26.258137
17310,Antalya,Alanya,2003-10-01,23.0,13.23311,18.118073,22.721518
17310,Antalya,Alanya,2003-11-01,18.1,8.01782,12.421356,17.569822
17310,Antalya,Alanya,2003-12-01,14.1,4.4689555,8.119965,12.140951
17310,Antalya,Alanya,2004-01-01,12.0,2.5680335,5.8548584,9.161752
17310,Antalya,Alanya,2004-02-01,12.3,1.7824486,6.4391785,10.8697405
17310,Antalya,Alanya,2004-03-01,15.4,5.214815,10.536896,15.683904
17310,Antalya,Alanya,2004-04-01,17.6,7.9158506,13.155731,17.692015
17310,Antalya,Alanya,2004-05-01,21.0,11.477975,17.316986,21.675478
17310,Antalya,Alanya,2004-06-01,25.1,16.569147,22.414734,26.721767
17310,Antalya,Alanya,2004-07-01,28.5,19.800674,25.891144,30.99594
17310,Antalya,Alanya,2004-08-01,28.3,19.870813,24.697174,28.983805
17310,Antalya,Alanya,2004-09-01,26.7,16.755262,22.468475,27.87818
17310,Antalya,Alanya,2004-10-01,23.6,13.796012,19.043793,24.457775
17310,Antalya,Alanya,2004-11-01,17.6,8.41289,12.299042,16.69767
17310,Antalya,Alanya,2004-12-01,13.5,4.3354087,8.14917,12.566692
17310,Antalya,Alanya,2005-01-01,12.9,3.836232,7.6009827,11.843091
17310,Antalya,Alanya,2005-02-01,12.4,2.7904587,6.6262207,10.389705
17310,Antalya,Alanya,2005-03-01,15.1,5.046232,10.024811,14.570449
17310,Antalya,Alanya,2005-04-01,17.5,8.597988,13.705597,18.28233
17310,Antalya,Alanya,2005-05-01,21.5,11.827553,17.590668,21.907719
17310,Antalya,Alanya,2005-06-01,25.2,15.102586,21.219757,25.586636
17310,Antalya,Alanya,2005-07-01,28.2,19.591139,25.358337,29.685284
17310,Antalya,Alanya,2005-08-01,28.8,20.507967,25.4021,29.6288
17310,Antalya,Alanya,2005-09-01,26.8,16.490437,21.995087,27.127113
17310,Antalya,Alanya,2005-10-01,21.8,11.101282,16.047028,21.176966
17310,Antalya,Alanya,2005-11-01,15.8,6.432155,10.6059265,15.308494
17310,Antalya,Alanya,2005-12-01,14.2,5.120258,9.155731,13.665199
17310,Antalya,Alanya,2006-01-01,11.7,2.2106059,6.093109,10.419098
17310,Antalya,Alanya,2006-02-01,12.6,3.6591601,7.473114,11.42106
17310,Antalya,Alanya,2006-03-01,14.7,5.1627584,9.710785,13.853306
17310,Antalya,Alanya,2006-04-01,18.6,8.826056,13.947174,18.442421
17310,Antalya,Alanya,2006-05-01,21.6,11.557502,17.5,21.800383
17310,Antalya,Alanya,2006-06-01,25.3,16.68325,22.519135,26.817787
17310,Antalya,Alanya,2006-07-01,28.4,18.918201,24.75174,29.181416
17310,Antalya,Alanya,2006-08-01,28.9,21.534554,25.936554,30.012037
17310,Antalya,Alanya,2006-09-01,26.7,17.176113,22.484467,27.038149
17310,Antalya,Alanya,2006-10-01,22.1,13.601959,17.44931,21.303581
17310,Antalya,Alanya,2006-11-01,16.5,6.735032,10.741394,15.377684
17310,Antalya,Alanya,2006-12-01,13.8,3.523984,7.445984,12.248625
17310,Antalya,Alanya,2007-01-01,12.6,2.094575,6.323822,11.078364
17310,Antalya,Alanya,2007-02-01,13.2,2.7945545,7.137848,11.539137
17310,Antalya,Alanya,2007-03-01,15.3,5.1341386,9.909943,14.705939
17310,Antalya,Alanya,2007-04-01,17.5,6.493398,12.225311,17.089907
17310,Antalya,Alanya,2007-05-01,22.3,13.818284,18.866913,22.826483
17310,Antalya,Alanya,2007-06-01,26.7,17.483763,23.206573,27.748802
17310,Antalya,Alanya,2007-07-01,29.7,20.277348,26.445282,31.516369
17310,Antalya,Alanya,2007-08-01,29.7,21.241514,25.75586,29.970486
17310,Antalya,Alanya,2007-09-01,27.1,16.824469,22.403442,27.636375
17310,Antalya,Alanya,2007-10-01,23.5,13.80784,18.666626,23.830751
17310,Antalya,Alanya,2007-11-01,17.9,8.543179,12.384125,16.724257
17310,Antalya,Alanya,2007-12-01,14.1,4.4622397,7.710449,11.9516
17310,Antalya,Alanya,2008-01-01,11.8,0.7449075,4.549164,9.561487
17310,Antalya,Alanya,2008-02-01,12.3,1.0923924,5.7304993,11.111859
17310,Antalya,Alanya,2008-03-01,16.5,6.540239,11.626404,16.221518
17310,Antalya,Alanya,2008-04-01,18.4,8.9697895,14.436737,18.761293
17310,Antalya,Alanya,2008-05-01,21.9,10.965736,17.181854,21.695017
17310,Antalya,Alanya,2008-06-01,27.3,17.138142,23.504608,28.156158
17310,Antalya,Alanya,2008-07-01,30.0,19.876942,25.960175,30.778954
17310,Antalya,Alanya,2008-08-01,30.7,20.970415,26.497711,31.336155
17310,Antalya,Alanya,2008-09-01,27.1,17.549501,21.820953,25.80676
17310,Antalya,Alanya,2008-10-01,23.0,12.814047,17.346832,21.949373
17310,Antalya,Alanya,2008-11-01,19.2,9.664874,13.629486,18.12136
17310,Antalya,Alanya,2008-12-01,14.4,4.631703,8.553528,12.972896
17310,Antalya,Alanya,2009-01-01,13.2,4.3127136,7.82193,11.735741
17310,Antalya,Alanya,2009-02-01,13.1,4.1487374,7.5940857,11.211038
17310,Antalya,Alanya,2009-03-01,14.4,4.297971,8.821869,13.2717
17310,Antalya,Alanya,2009-04-01,18.5,8.336578,13.265625,17.75179
17310,Antalya,Alanya,2009-05-01,21.9,11.651827,16.895844,21.266047
17310,Antalya,Alanya,2009-06-01,27.2,16.734966,22.99533,27.684723
17310,Antalya,Alanya,2009-07-01,29.6,19.7912,25.53305,30.103308
17310,Antalya,Alanya,2009-08-01,29.9,19.35352,25.246063,30.206713
17310,Antalya,Alanya,2009-09-01,26.4,16.33766,21.245026,25.720823
17310,Antalya,Alanya,2009-10-01,23.8,14.6136465,19.17044,24.04224
17310,Antalya,Alanya,2009-11-01,18.1,8.443992,12.438568,16.804302
17310,Antalya,Alanya,2009-12-01,15.5,6.803131,10.225159,13.659506
17310,Antalya,Alanya,2010-01-01,14.0,5.454035,8.889465,12.304446
17310,Antalya,Alanya,2010-02-01,14.1,5.2156415,9.060699,12.891327
17310,Antalya,Alanya,2010-03-01,16.9,6.925698,11.931244,16.490229
17310,Antalya,Alanya,2010-04-01,19.2,8.862888,14.340729,18.88137
17310,Antalya,Alanya,2010-05-01,22.4,12.441811,18.264465,22.518803
17310,Antalya,Alanya,2010-06-01,26.1,16.463848,21.545135,25.362547
17310,Antalya,Alanya,2010-07-01,28.9,20.282215,25.243805,28.983828
17310,Antalya,Alanya,2010-08-01,31.1,22.736616,27.694977,32.342926
17310,Antalya,Alanya,2010-09-01,28.8,18.31507,23.75888,28.494139
17310,Antalya,Alanya,2010-10-01,23.3,13.7803,17.947113,22.312204
17310,Antalya,Alanya,2010-11-01,20.2,10.452854,15.022736,20.704311
17310,Antalya,Alanya,2010-12-01,16.0,7.5720797,11.073822,15.026897
17310,Antalya,Alanya,2011-01-01,13.3,3.761446,7.4520874,11.56166
17310,Antalya,Alanya,2011-02-01,13.4,3.8860562,7.8190002,12.285963
17310,Antalya,Alanya,2011-03-01,15.3,5.0652437,9.85141,14.548949
17310,Antalya,Alanya,2011-04-01,17.5,7.962563,12.601318,16.590305
17310,Antalya,Alanya,2011-05-01,21.5,11.631658,16.538544,20.448286
17310,Antalya,Alanya,2011-06-01,26.2,16.183592,21.593079,25.68041
17310,Antalya,Alanya,2011-07-01,29.4,20.112797,25.588867,29.757816
17310,Antalya,Alanya,2011-08-01,30.4,20.355858,25.941559,30.74168
17310,Antalya,Alanya,2011-09-01,28.0,17.674265,23.063507,28.180346
17310,Antalya,Alanya,2011-10-01,21.8,11.702325,16.059448,20.597313
17310,Antalya,Alanya,2011-11-01,15.9,5.6410756,9.795319,14.951138
17310,Antalya,Alanya,2011-12-01,13.8,3.6542742,7.691986,12.486993
17310,Antalya,Alanya,2012-01-01,11.3,2.3588395,5.57901,9.1420355
17310,Antalya,Alanya,2012-02-01,11.5,1.2591795,5.2900696,9.860218
17310,Antalya,Alanya,2012-03-01,13.8,3.2606978,8.04538,12.878138
17310,Antalya,Alanya,2012-04-01,18.2,8.504556,13.796173,18.521547
17310,Antalya,Alanya,2012-05-01,21.7,12.00168,16.779175,20.70034
17310,Antalya,Alanya,2012-06-01,26.9,17.325233,23.209381,27.68906
17310,Antalya,Alanya,2012-07-01,30.7,20.87554,26.384521,30.969637
17310,Antalya,Alanya,2012-08-01,31.4,20.501682,26.14618,31.135077
17310,Antalya,Alanya,2012-09-01,27.9,17.424688,23.217987,28.37123
17310,Antalya,Alanya,2012-10-01,23.5,14.365859,18.585663,23.197262
17310,Antalya,Alanya,2012-11-01,19.2,10.077114,13.861908,18.262547
17310,Antalya,Alanya,2012-12-01,14.5,5.9070463,9.356781,12.788309
17310,Antalya,Alanya,2013-01-01,13.0,3.9731731,7.3368225,11.060699
17310,Antalya,Alanya,2013-02-01,14.4,4.640882,8.823761,13.102788
17310,Antalya,Alanya,2013-03-01,15.7,5.5393333,10.423523,14.934274
17310,Antalya,Alanya,2013-04-01,18.8,9.412066,14.382019,18.784267
17310,Antalya,Alanya,2013-05-01,23.5,13.67684,19.170563,23.750832
17310,Antalya,Alanya,2013-06-01,26.3,16.311083,22.410278,26.84597
17310,Antalya,Alanya,2013-07-01,29.1,19.637596,25.288788,29.811117
17310,Antalya,Alanya,2013-08-01,29.9,20.300692,26.194855,31.238615
17310,Antalya,Alanya,2013-09-01,26.8,16.827984,22.170319,26.84317
17310,Antalya,Alanya,2013-10-01,21.0,11.139462,16.289032,21.977188
17310,Antalya,Alanya,2013-11-01,18.9,9.677163,14.042908,19.029669
17310,Antalya,Alanya,2013-12-01,12.8,3.1048524,7.0050354,11.949247
17310,Antalya,Alanya,2014-01-01,14.0,4.915812,8.602753,12.810329
17310,Antalya,Alanya,2014-02-01,14.2,4.003382,8.611786,13.500231
17310,Antalya,Alanya,2014-03-01,15.9,6.2910266,10.818817,15.148645
17310,Antalya,Alanya,2014-04-01,18.4,8.477692,13.594879,17.688036
17310,Antalya,Alanya,2014-05-01,21.5,11.946449,17.15512,20.917957
17310,Antalya,Alanya,2014-06-01,25.7,15.593211,21.445618,25.809267
17310,Antalya,Alanya,2014-07-01,28.7,20.293901,25.043915,28.744617
17310,Antalya,Alanya,2014-08-01,29.7,20.98508,25.865173,29.94575
17310,Antalya,Alanya,2014-09-01,26.8,17.63155,21.667816,25.569635
17310,Antalya,Alanya,2014-10-01,22.2,12.663751,17.055328,21.315489
17310,Antalya,Alanya,2014-11-01,17.3,7.5891824,12.058868,16.913645
17310,Antalya,Alanya,2014-12-01,15.4,7.2964683,10.537567,14.402992
17310,Antalya,Alanya,2015-01-01,12.1,3.099055,6.8417053,10.700803
17310,Antalya,Alanya,2015-02-01,12.6,3.7932858,7.443329,11.131169
17310,Antalya,Alanya,2015-03-01,15.4,6.1018963,10.341583,14.552998
17310,Antalya,Alanya,2015-04-01,17.4,6.8654685,12.156494,16.482103
17310,Antalya,Alanya,2015-05-01,22.7,12.7568865,17.93637,22.049234
17310,Antalya,Alanya,2015-06-01,25.3,15.714028,20.62619,24.305052
17310,Antalya,Alanya,2015-07-01,28.9,19.478834,25.026886,29.187134
17310,Antalya,Alanya,2015-08-01,30.4,20.922611,25.815094,30.153591
17310,Antalya,Alanya,2015-09-01,28.1,18.803701,23.764679,28.382671
17310,Antalya,Alanya,2015-10-01,23.9,14.704317,19.187225,23.456436
17310,Antalya,Alanya,2015-11-01,19.4,9.3145485,13.889526,19.152447
17310,Antalya,Alanya,2015-12-01,14.7,4.664034,8.651703,14.086815
17310,Antalya,Alanya,2016-01-01,11.8,2.2978506,5.9519043,9.6109085
17310,Antalya,Alanya,2016-02-01,15.5,6.029453,10.225372,14.757847
17310,Antalya,Alanya,2016-03-01,16.4,6.114552,10.95517,15.540601
17310,Antalya,Alanya,2016-04-01,20.3,10.393732,15.956329,20.607347
17310,Antalya,Alanya,2016-05-01,21.9,12.308053,17.349487,21.316528
17310,Antalya,Alanya,2016-06-01,27.3,18.101105,23.475159,27.595783
17310,Antalya,Alanya,2016-07-01,29.9,20.57323,26.296265,30.454704
17310,Antalya,Alanya,2016-08-01,30.1,21.47441,25.91214,29.684708
17310,Antalya,Alanya,2016-09-01,27.4,17.159616,22.284393,26.918423
17310,Antalya,Alanya,2016-10-01,24.1,14.070434,19.373108,24.473204
17310,Antalya,Alanya,2016-11-01,18.7,8.086969,12.822144,17.801357
17310,Antalya,Alanya,2016-12-01,11.7,2.5070062,5.875824,10.019014
17310,Antalya,Alanya,2017-01-01,11.3,1.6124524,5.0417786,8.743076
17310,Antalya,Alanya,2017-02-01,12.7,2.4374695,6.756012,11.621177
17310,Antalya,Alanya,2017-03-01,15.7,5.4045596,10.395782,14.99679
17310,Antalya,Alanya,2017-04-01,18.1,8.096344,13.529877,18.026415
17310,Antalya,Alanya,2017-05-01,22.0,12.244112,17.56247,21.48901
17310,Antalya,Alanya,2017-06-01,26.2,16.163523,22.559692,26.817991
17310,Antalya,Alanya,2017-07-01,30.5,20.949577,26.930206,31.507423
17310,Antalya,Alanya,2017-08-01,29.7,21.651245,25.502167,29.123287
17310,Antalya,Alanya,2017-09-01,27.8,18.218357,23.670197,28.412302
17310,Antalya,Alanya,2017-10-01,22.3,12.727148,17.545685,22.337776
17310,Antalya,Alanya,2017-11-01,17.5,7.904498,12.010468,16.474615
17310,Antalya,Alanya,2017-12-01,15.3,6.5076184,10.281525,14.237552
17310,Antalya,Alanya,2018-01-01,13.7,4.399118,7.9061584,12.150283
17310,Antalya,Alanya,2018-02-01,15.6,6.2920403,10.225403,14.142853
17310,Antalya,Alanya,2018-03-01,17.3,7.608299,12.367401,16.60029
17310,Antalya,Alanya,2018-04-01,20.7,10.179962,15.934479,20.826153
17310,Antalya,Alanya,2018-05-01,24.9,14.535191,20.001953,24.241617
17310,Antalya,Alanya,2018-06-01,27.2,17.121735,22.053925,25.958477
17310,Antalya,Alanya,2018-07-01,29.7,20.521425,25.5997,29.786861
17310,Antalya,Alanya,2018-08-01,30.1,20.81948,25.738861,29.91787
17310,Antalya,Alanya,2018-09-01,28.6,18.312563,23.971344,29.067324
17310,Antalya,Alanya,2018-10-01,23.8,13.7350235,18.632416,23.90571
17310,Antalya,Alanya,2018-11-01,19.6,9.675259,13.751434,18.267193
17310,Antalya,Alanya,2018-12-01,14.8,6.102721,9.25882,12.677974
17310,Antalya,Alanya,2019-01-01,11.9,3.872592,6.749237,9.718131
17310,Antalya,Alanya,2019-02-01,14.1,4.41997,8.353821,12.760293
17310,Antalya,Alanya,2019-03-01,15.5,5.368569,9.948456,14.613355
17310,Antalya,Alanya,2019-04-01,17.6,7.5410542,12.417999,16.57967
17310,Antalya,Alanya,2019-05-01,22.8,13.160002,18.945404,23.489176
17310,Antalya,Alanya,2019-06-01,26.8,17.51371,22.831177,26.808893
17310,Antalya,Alanya,2019-07-01,29.0,19.12075,24.963104,29.41027
17310,Antalya,Alanya,2019-08-01,30.6,20.640226,25.91272,30.629501
17310,Antalya,Alanya,2019-09-01,28.4,17.810495,23.031342,27.671156
17310,Antalya,Alanya,2019-10-01,25.3,14.876452,19.848602,25.043398
17310,Antalya,Alanya,2019-11-01,20.8,10.821661,15.201141,20.175772
17310,Antalya,Alanya,2019-12-01,15.6,6.1999717,9.641693,13.51562
17310,Antalya,Alanya,2020-01-01,13.4,3.3047712,6.3372803,10.298241
17310,Antalya,Alanya,2020-02-01,13.8,3.759893,7.4269104,11.125658
17310,Antalya,Alanya,2020-03-01,16.6,5.414743,10.147461,14.74842
17310,Antalya,Alanya,2020-04-01,18.8,8.559454,13.361389,17.472963
17310,Antalya,Alanya,2020-05-01,23.7,13.127744,18.379547,22.899513
17310,Antalya,Alanya,2020-06-01,25.6,15.432965,20.955383,25.073622
17310,Antalya,Alanya,2020-07-01,30.0,19.790894,25.93753,30.652332
17310,Antalya,Alanya,2020-08-01,30.7,20.193481,25.957672,30.94805
17310,Antalya,Alanya,2020-09-01,30.1,19.87176,25.25589,30.118984
17310,Antalya,Alanya,2020-10-01,26.0,15.597698,20.568756,25.623846
17310,Antalya,Alanya,2020-11-01,20.3,9.455979,13.547394,18.434519
17310,Antalya,Alanya,2020-12-01,16.8,6.753996,10.284851,14.477943
17310,Antalya,Alanya,2021-01-01,15.1,4.186406,8.285095,12.38367
17310,Antalya,Alanya,2021-02-01,15.5,4.252578,8.68808,13.637054
17310,Antalya,Alanya,2021-03-01,15.8,4.431195,9.012054,13.520377
17310,Antalya,Alanya,2021-04-01,18.8,8.615012,14.130035,18.760626
17310,Antalya,Alanya,2021-05-01,24.0,14.27548,20.180145,24.901087
17310,Antalya,Alanya,2021-06-01,26.2,15.665461,21.522003,25.72726
17310,Antalya,Alanya,2021-07-01,31.2,20.582176,26.769775,31.535507
17310,Antalya,Alanya,2021-08-01,31.3,20.546305,26.770721,31.96043
17310,Antalya,Alanya,2021-09-01,27.8,17.103252,22.344757,26.977139
17310,Antalya,Alanya,2021-10-01,24.2,12.789263,18.128448,23.366285
17310,Antalya,Alanya,2021-11-01,20.6,10.220132,14.4930725,19.633413
17310,Antalya,Alanya,2021-12-01,15.2,5.4393015,8.855011,12.604968
17310,Antalya,Alanya,2022-01-01,12.0,2.1568317,5.3799133,9.026252
17310,Antalya,Alanya,2022-02-01,14.5,4.1345434,7.889984,11.948072
17310,Antalya,Alanya,2022-03-01,12.9,1.7373155,6.041504,10.437534
17310,Antalya,Alanya,2022-04-01,19.7,8.268113,14.560242,19.776056
17310,Antalya,Alanya,2022-05-01,23.4,12.437283,18.332886,23.104063
17310,Antalya,Alanya,2022-06-01,27.1,16.845123,22.081757,26.163174
17310,Antalya,Alanya,2022-07-01,30.3,19.548918,26.019318,31.216967
17310,Antalya,Alanya,2022-08-01,30.1,21.034002,25.218475,28.910238
17310,Antalya,Alanya,2022-09-01,28.0,17.992243,23.112213,27.824543
17310,Antalya,Alanya,2022-10-01,24.5,14.304124,18.958344,23.810684
17310,Antalya,Alanya,2022-11-01,20.0,9.412856,13.825409,18.650105
17310,Antalya,Alanya,2022-12-01,17.1,6.690661,10.479248,15.057966
17310,Antalya,Alanya,2023-01-01,15.6,4.235874,8.369965,13.188204
17310,Antalya,Alanya,2023-02-01,12.9,1.331495,5.9634705,11.011348
17310,Antalya,Alanya,2023-03-01,17.2,6.7111926,11.024506,15.285537
17310,Antalya,Alanya,2023-04-01,18.5,7.8710265,12.858887,17.041233
17310,Antalya,Alanya,2023-05-01,22.2,11.739536,17.143005,21.23149
17310,Antalya,Alanya,2023-06-01,26.2,16.046669,21.442535,25.280312
