Istasyon_No,Istasyon_Adi,YIL,AY,ORTALAMA_SICAKLIK_°C
7538,BUCAK BURDUR,1974,8,24.4
7538,BUCAK BURDUR,1974,9,20.9
7538,BUCAK BURDUR,1974,10,18.5
7538,BUCAK BURDUR,1974,11,9.9
7538,BUCAK BURDUR,1974,12,4.7
7538,BUCAK BURDUR,1974,13,14.4
7538,BUCAK BURDUR,1975,1,4.2
7538,BUCAK BURDUR,1975,2,4.6
7538,BUCAK BURDUR,1975,3,9.5
7538,BUCAK BURDUR,1975,4,13.9
7538,BUCAK BURDUR,1975,5,15.7
7538,BUCAK BURDUR,1975,6,20.7
7538,BUCAK BURDUR,1975,7,25.7
7538,BUCAK BURDUR,1975,8,25.1
7538,BUCAK BURDUR,1975,9,21.7
7538,BUCAK BURDUR,1977,1,3.5
7538,BUCAK BURDUR,1977,2,7.5
7538,BUCAK BURDUR,1977,3,8.4
7538,BUCAK BURDUR,1977,4,12.8
7538,BUCAK BURDUR,1977,5,18.3
7538,BUCAK BURDUR,1977,6,22.6
7538,BUCAK BURDUR,1977,7,26.8
7538,BUCAK BURDUR,1977,8,26.8
7538,BUCAK BURDUR,1977,9,21.1
7538,BUCAK BURDUR,1977,10,13.5
7538,BUCAK BURDUR,1977,11,10.9
7538,BUCAK BURDUR,1977,12,3.3
7538,BUCAK BURDUR,1977,13,14.7
7538,BUCAK BURDUR,1978,1,5.0
7538,BUCAK BURDUR,1978,2,6.6
7538,BUCAK BURDUR,1978,3,8.3
7538,BUCAK BURDUR,1978,4,12.1
7538,BUCAK BURDUR,1978,5,18.8
7538,BUCAK BURDUR,1978,6,22.7
7538,BUCAK BURDUR,1978,7,27.3
7538,BUCAK BURDUR,1978,8,24.8
7538,BUCAK BURDUR,1978,9,19.4
7538,BUCAK BURDUR,1978,10,16.4
7538,BUCAK BURDUR,1978,11,8.0
7538,BUCAK BURDUR,1978,12,5.7
7538,BUCAK BURDUR,1978,13,14.6
7538,BUCAK BURDUR,1979,1,4.7
7538,BUCAK BURDUR,1979,2,7.4
7538,BUCAK BURDUR,1979,3,9.2
7538,BUCAK BURDUR,1979,4,12.0
7538,BUCAK BURDUR,1979,5,16.3
7538,BUCAK BURDUR,1979,6,21.8
7538,BUCAK BURDUR,1979,7,24.7
7538,BUCAK BURDUR,1979,8,25.1
7538,BUCAK BURDUR,1979,9,21.9
7538,BUCAK BURDUR,1979,10,16.1
7538,BUCAK BURDUR,1979,11,10.1
7538,BUCAK BURDUR,1979,12,5.7
7538,BUCAK BURDUR,1979,13,14.6
7538,BUCAK BURDUR,1980,1,2.8
7538,BUCAK BURDUR,1980,2,4.4
7538,BUCAK BURDUR,1980,3,6.9
7538,BUCAK BURDUR,1980,4,11.3
7538,BUCAK BURDUR,1980,5,15.9
7538,BUCAK BURDUR,1980,6,22.4
7538,BUCAK BURDUR,1980,7,26.7
7538,BUCAK BURDUR,1980,8,26.0
7538,BUCAK BURDUR,1980,9,20.6
7538,BUCAK BURDUR,1980,10,16.0
7538,BUCAK BURDUR,1980,11,10.4
7538,BUCAK BURDUR,1980,12,6.1
7538,BUCAK BURDUR,1980,13,14.1
7538,BUCAK BURDUR,1981,1,4.0
7538,BUCAK BURDUR,1981,2,4.7
7538,BUCAK BURDUR,1981,3,9.7
7538,BUCAK BURDUR,1981,4,12.8
7538,BUCAK BURDUR,1981,5,15.3
7538,BUCAK BURDUR,1981,6,23.0
7538,BUCAK BURDUR,1981,7,26.2
7538,BUCAK BURDUR,1981,8,25.7
7538,BUCAK BURDUR,1981,9,22.1
7538,BUCAK BURDUR,1981,10,18.1
7538,BUCAK BURDUR,1981,11,8.0
7538,BUCAK BURDUR,1981,12,7.6
7538,BUCAK BURDUR,1981,13,14.8
7538,BUCAK BURDUR,1982,1,5.2
7538,BUCAK BURDUR,1982,2,2.8
7538,BUCAK BURDUR,1982,3,6.1
7538,BUCAK BURDUR,1982,4,11.9
7538,BUCAK BURDUR,1982,5,17.0
7538,BUCAK BURDUR,1982,6,21.2
7538,BUCAK BURDUR,1982,7,23.7
7538,BUCAK BURDUR,1982,8,25.4
7538,BUCAK BURDUR,1982,9,22.3
7538,BUCAK BURDUR,1982,10,15.8
7538,BUCAK BURDUR,1982,11,7.6
7538,BUCAK BURDUR,1982,12,5.0
7538,BUCAK BURDUR,1982,13,13.7
7538,BUCAK BURDUR,1983,1,1.4
7538,BUCAK BURDUR,1983,2,2.7
7538,BUCAK BURDUR,1983,3,7.2
7538,BUCAK BURDUR,1983,4,13.0
7538,BUCAK BURDUR,1983,5,17.3
7538,BUCAK BURDUR,1983,6,19.7
7538,BUCAK BURDUR,1983,7,23.8
7538,BUCAK BURDUR,1983,8,23.9
7538,BUCAK BURDUR,1983,9,21.2
7538,BUCAK BURDUR,1983,10,14.4
7538,BUCAK BURDUR,1983,11,10.3
7538,BUCAK BURDUR,1983,12,6.9
7538,BUCAK BURDUR,1983,13,13.5
7538,BUCAK BURDUR,1984,1,5.4
7538,BUCAK BURDUR,1984,2,6.5
7538,BUCAK BURDUR,1984,3,7.8
7538,BUCAK BURDUR,1984,4,10.4
7538,BUCAK BURDUR,1984,5,18.5
7538,BUCAK BURDUR,1984,6,22.9
7538,BUCAK BURDUR,1984,7,25.6
7538,BUCAK BURDUR,1984,8,23.5
7538,BUCAK BURDUR,1984,9,21.5
7538,BUCAK BURDUR,1984,10,16.6
7538,BUCAK BURDUR,1984,11,9.2
